# Planck lensing noise curves.
# These curves have been low-pass filtered.
#    ell           Noise       Sig+Noise
    1443     1.93715e-06     1.94279e-06
    1444     1.93919e-06     1.94482e-06
    1445     1.94227e-06     1.94790e-06
    1446     1.94067e-06     1.94629e-06
    1447     1.94688e-06     1.95249e-06
    1448     1.94776e-06     1.95336e-06
    1449     1.95395e-06     1.95954e-06
    1450     1.95106e-06     1.95664e-06
    1451     1.95269e-06     1.95826e-06
    1452     1.95960e-06     1.96517e-06
    1453     1.95976e-06     1.96532e-06
    1454     1.96229e-06     1.96784e-06
    1455     1.96496e-06     1.97050e-06
    1456     1.96824e-06     1.97378e-06
    1457     1.97284e-06     1.97837e-06
    1458     1.96931e-06     1.97483e-06
    1459     1.97256e-06     1.97807e-06
    1460     1.97538e-06     1.98088e-06
    1461     1.98255e-06     1.98805e-06
    1462     1.97923e-06     1.98472e-06
    1463     1.97786e-06     1.98334e-06
    1464     1.98414e-06     1.98962e-06
    1465     1.98620e-06     1.99167e-06
    1466     1.99010e-06     1.99556e-06
    1467     1.99269e-06     1.99813e-06
    1468     1.99405e-06     1.99949e-06
    1469     1.99368e-06     1.99911e-06
    1470     2.00130e-06     2.00673e-06
    1471     1.99665e-06     2.00206e-06
    1472     2.00573e-06     2.01114e-06
    1473     2.00270e-06     2.00810e-06
    1474     2.01043e-06     2.01582e-06
    1475     2.01109e-06     2.01648e-06
    1476     2.00899e-06     2.01437e-06
    1477     2.01317e-06     2.01854e-06
    1478     2.01643e-06     2.02179e-06
    1479     2.01675e-06     2.02211e-06
    1480     2.02187e-06     2.02722e-06
    1481     2.02516e-06     2.03050e-06
    1482     2.02867e-06     2.03400e-06
    1483     2.02724e-06     2.03256e-06
    1484     2.03282e-06     2.03814e-06
    1485     2.03195e-06     2.03726e-06
    1486     2.03672e-06     2.04202e-06
    1487     2.03867e-06     2.04397e-06
    1488     2.03777e-06     2.04306e-06
    1489     2.04188e-06     2.04716e-06
    1490     2.04352e-06     2.04879e-06
    1491     2.04612e-06     2.05138e-06
    1492     2.04995e-06     2.05521e-06
    1493     2.04865e-06     2.05390e-06
    1494     2.05167e-06     2.05691e-06
    1495     2.05785e-06     2.06308e-06
    1496     2.05517e-06     2.06039e-06
    1497     2.06259e-06     2.06781e-06
    1498     2.06224e-06     2.06745e-06
    1499     2.07197e-06     2.07717e-06
    1500     2.06972e-06     2.07492e-06
    1501     2.07182e-06     2.07700e-06
    1502     2.07404e-06     2.07922e-06
    1503     2.07951e-06     2.08469e-06
    1504     2.07749e-06     2.08266e-06
    1505     2.08270e-06     2.08786e-06
    1506     2.08444e-06     2.08959e-06
    1507     2.08398e-06     2.08913e-06
    1508     2.08756e-06     2.09269e-06
    1509     2.09051e-06     2.09564e-06
    1510     2.09152e-06     2.09664e-06
    1511     2.09313e-06     2.09824e-06
    1512     2.10384e-06     2.10894e-06
    1513     2.09475e-06     2.09985e-06
    1514     2.10651e-06     2.11160e-06
    1515     2.10774e-06     2.11283e-06
    1516     2.10449e-06     2.10957e-06
    1517     2.11507e-06     2.12014e-06
    1518     2.11417e-06     2.11923e-06
    1519     2.11704e-06     2.12210e-06
    1520     2.11818e-06     2.12323e-06
    1521     2.12337e-06     2.12841e-06
    1522     2.11694e-06     2.12197e-06
    1523     2.12299e-06     2.12802e-06
    1524     2.13124e-06     2.13625e-06
    1525     2.12900e-06     2.13400e-06
    1526     2.13031e-06     2.13531e-06
    1527     2.13592e-06     2.14092e-06
    1528     2.13730e-06     2.14229e-06
    1529     2.13950e-06     2.14448e-06
    1530     2.14013e-06     2.14510e-06
    1531     2.14444e-06     2.14941e-06
    1532     2.14805e-06     2.15301e-06
    1533     2.14978e-06     2.15473e-06
    1534     2.15020e-06     2.15514e-06
    1535     2.15600e-06     2.16094e-06
    1536     2.15096e-06     2.15589e-06
    1537     2.16319e-06     2.16812e-06
    1538     2.15679e-06     2.16171e-06
    1539     2.16764e-06     2.17255e-06
    1540     2.16765e-06     2.17255e-06
    1541     2.16773e-06     2.17262e-06
    1542     2.16914e-06     2.17403e-06
    1543     2.16987e-06     2.17475e-06
    1544     2.17383e-06     2.17870e-06
    1545     2.17758e-06     2.18244e-06
    1546     2.17435e-06     2.17921e-06
    1547     2.18231e-06     2.18716e-06
    1548     2.18739e-06     2.19223e-06
    1549     2.18915e-06     2.19399e-06
    1550     2.19244e-06     2.19727e-06
    1551     2.19240e-06     2.19722e-06
    1552     2.19159e-06     2.19641e-06
    1553     2.19324e-06     2.19805e-06
    1554     2.19822e-06     2.20302e-06
    1555     2.20337e-06     2.20816e-06
    1556     2.19780e-06     2.20259e-06
    1557     2.20879e-06     2.21357e-06
    1558     2.20693e-06     2.21170e-06
    1559     2.21131e-06     2.21608e-06
    1560     2.21394e-06     2.21869e-06
    1561     2.21385e-06     2.21859e-06
    1562     2.21527e-06     2.22001e-06
    1563     2.21837e-06     2.22311e-06
    1564     2.22422e-06     2.22895e-06
    1565     2.22187e-06     2.22659e-06
    1566     2.22174e-06     2.22645e-06
    1567     2.22763e-06     2.23234e-06
    1568     2.22597e-06     2.23067e-06
    1569     2.23048e-06     2.23517e-06
    1570     2.23082e-06     2.23550e-06
    1571     2.23479e-06     2.23946e-06
    1572     2.23828e-06     2.24295e-06
    1573     2.23902e-06     2.24368e-06
    1574     2.23907e-06     2.24372e-06
    1575     2.24232e-06     2.24697e-06
    1576     2.24229e-06     2.24693e-06
    1577     2.24724e-06     2.25188e-06
    1578     2.24514e-06     2.24977e-06
    1579     2.25118e-06     2.25581e-06
    1580     2.25214e-06     2.25676e-06
    1581     2.25455e-06     2.25915e-06
    1582     2.25697e-06     2.26158e-06
    1583     2.25442e-06     2.25902e-06
    1584     2.25667e-06     2.26126e-06
    1585     2.26145e-06     2.26603e-06
    1586     2.26331e-06     2.26788e-06
    1587     2.26080e-06     2.26537e-06
    1588     2.26657e-06     2.27113e-06
    1589     2.25790e-06     2.26246e-06
    1590     2.27202e-06     2.27656e-06
    1591     2.27161e-06     2.27615e-06
    1592     2.27003e-06     2.27456e-06
    1593     2.27700e-06     2.28153e-06
    1594     2.27582e-06     2.28034e-06
    1595     2.27685e-06     2.28136e-06
    1596     2.28352e-06     2.28802e-06
    1597     2.28086e-06     2.28536e-06
    1598     2.28155e-06     2.28605e-06
    1599     2.28400e-06     2.28849e-06
    1600     2.28030e-06     2.28478e-06
    1601     2.28493e-06     2.28940e-06
    1602     2.28895e-06     2.29341e-06
    1603     2.28712e-06     2.29158e-06
    1604     2.29060e-06     2.29505e-06
    1605     2.29161e-06     2.29606e-06
    1606     2.29127e-06     2.29571e-06
    1607     2.29457e-06     2.29900e-06
    1608     2.29714e-06     2.30157e-06
    1609     2.29445e-06     2.29887e-06
    1610     2.29622e-06     2.30063e-06
    1611     2.29980e-06     2.30420e-06
    1612     2.29409e-06     2.29849e-06
    1613     2.29640e-06     2.30079e-06
    1614     2.29609e-06     2.30048e-06
    1615     2.29643e-06     2.30080e-06
    1616     2.30111e-06     2.30548e-06
    1617     2.30641e-06     2.31078e-06
    1618     2.30151e-06     2.30586e-06
    1619     2.30042e-06     2.30477e-06
    1620     2.30798e-06     2.31232e-06
    1621     2.30191e-06     2.30624e-06
    1622     2.31001e-06     2.31434e-06
    1623     2.30862e-06     2.31294e-06
    1624     2.30908e-06     2.31339e-06
    1625     2.30897e-06     2.31327e-06
    1626     2.31000e-06     2.31430e-06
    1627     2.31580e-06     2.32010e-06
    1628     2.31262e-06     2.31691e-06
    1629     2.31663e-06     2.32091e-06
    1630     2.31292e-06     2.31720e-06
    1631     2.31658e-06     2.32085e-06
    1632     2.31526e-06     2.31952e-06
    1633     2.31881e-06     2.32306e-06
    1634     2.31535e-06     2.31959e-06
    1635     2.31841e-06     2.32265e-06
    1636     2.31826e-06     2.32249e-06
    1637     2.31706e-06     2.32129e-06
    1638     2.32216e-06     2.32639e-06
    1639     2.31966e-06     2.32388e-06
    1640     2.31826e-06     2.32247e-06
    1641     2.32483e-06     2.32903e-06
    1642     2.31998e-06     2.32417e-06
    1643     2.31909e-06     2.32328e-06
    1644     2.31503e-06     2.31921e-06
    1645     2.32526e-06     2.32944e-06
    1646     2.32371e-06     2.32787e-06
    1647     2.32608e-06     2.33025e-06
    1648     2.32485e-06     2.32900e-06
    1649     2.32148e-06     2.32563e-06
    1650     2.32700e-06     2.33114e-06
    1651     2.32226e-06     2.32639e-06
    1652     2.32012e-06     2.32425e-06
    1653     2.32338e-06     2.32751e-06
    1654     2.32125e-06     2.32537e-06
    1655     2.32579e-06     2.32990e-06
    1656     2.32374e-06     2.32785e-06
    1657     2.32188e-06     2.32598e-06
    1658     2.32444e-06     2.32853e-06
    1659     2.32003e-06     2.32411e-06
    1660     2.32216e-06     2.32624e-06
    1661     2.32057e-06     2.32464e-06
    1662     2.32158e-06     2.32565e-06
    1663     2.32224e-06     2.32630e-06
    1664     2.32620e-06     2.33025e-06
    1665     2.31904e-06     2.32309e-06
    1666     2.32892e-06     2.33296e-06
    1667     2.31870e-06     2.32274e-06
    1668     2.32850e-06     2.33252e-06
    1669     2.32154e-06     2.32555e-06
    1670     2.32534e-06     2.32936e-06
    1671     2.32831e-06     2.33232e-06
    1672     2.32593e-06     2.32993e-06
    1673     2.32269e-06     2.32669e-06
    1674     2.32845e-06     2.33243e-06
    1675     2.32876e-06     2.33274e-06
    1676     2.32141e-06     2.32538e-06
    1677     2.32446e-06     2.32843e-06
    1678     2.32731e-06     2.33127e-06
    1679     2.32359e-06     2.32755e-06
    1680     2.32281e-06     2.32676e-06
    1681     2.32331e-06     2.32725e-06
    1682     2.32340e-06     2.32733e-06
    1683     2.32488e-06     2.32881e-06
    1684     2.32745e-06     2.33137e-06
    1685     2.32506e-06     2.32898e-06
    1686     2.32385e-06     2.32776e-06
    1687     2.32647e-06     2.33037e-06
    1688     2.32015e-06     2.32404e-06
    1689     2.31830e-06     2.32219e-06
    1690     2.32083e-06     2.32471e-06
    1691     2.32249e-06     2.32637e-06
    1692     2.31884e-06     2.32272e-06
    1693     2.32089e-06     2.32475e-06
    1694     2.32412e-06     2.32798e-06
    1695     2.31536e-06     2.31922e-06
    1696     2.32113e-06     2.32497e-06
    1697     2.32365e-06     2.32749e-06
    1698     2.31822e-06     2.32206e-06
    1699     2.31863e-06     2.32245e-06
    1700     2.31896e-06     2.32278e-06
    1701     2.31881e-06     2.32263e-06
    1702     2.31792e-06     2.32173e-06
    1703     2.31922e-06     2.32302e-06
    1704     2.31998e-06     2.32377e-06
    1705     2.32142e-06     2.32521e-06
    1706     2.31807e-06     2.32185e-06
    1707     2.32460e-06     2.32838e-06
    1708     2.31870e-06     2.32247e-06
    1709     2.31826e-06     2.32202e-06
    1710     2.32092e-06     2.32468e-06
    1711     2.31933e-06     2.32308e-06
    1712     2.31751e-06     2.32125e-06
    1713     2.32033e-06     2.32406e-06
    1714     2.31577e-06     2.31951e-06
    1715     2.31732e-06     2.32104e-06
    1716     2.31707e-06     2.32079e-06
    1717     2.31771e-06     2.32142e-06
    1718     2.31536e-06     2.31907e-06
    1719     2.31557e-06     2.31927e-06
    1720     2.31312e-06     2.31682e-06
    1721     2.31843e-06     2.32212e-06
    1722     2.31373e-06     2.31742e-06
    1723     2.31011e-06     2.31378e-06
    1724     2.31203e-06     2.31571e-06
    1725     2.31429e-06     2.31795e-06
    1726     2.31767e-06     2.32132e-06
    1727     2.31392e-06     2.31757e-06
    1728     2.31553e-06     2.31918e-06
    1729     2.31557e-06     2.31921e-06
    1730     2.31387e-06     2.31750e-06
    1731     2.31316e-06     2.31679e-06
    1732     2.30748e-06     2.31110e-06
    1733     2.31467e-06     2.31829e-06
    1734     2.30848e-06     2.31209e-06
    1735     2.31107e-06     2.31467e-06
    1736     2.31105e-06     2.31464e-06
    1737     2.31324e-06     2.31683e-06
    1738     2.31292e-06     2.31650e-06
    1739     2.30892e-06     2.31250e-06
    1740     2.31136e-06     2.31493e-06
    1741     2.30793e-06     2.31149e-06
    1742     2.30996e-06     2.31352e-06
    1743     2.31153e-06     2.31509e-06
    1744     2.31154e-06     2.31509e-06
    1745     2.31332e-06     2.31686e-06
    1746     2.31474e-06     2.31827e-06
    1747     2.30563e-06     2.30916e-06
    1748     2.31235e-06     2.31588e-06
    1749     2.31256e-06     2.31607e-06
    1750     2.31557e-06     2.31908e-06
    1751     2.31010e-06     2.31361e-06
    1752     2.31518e-06     2.31867e-06
    1753     2.31407e-06     2.31756e-06
    1754     2.31207e-06     2.31556e-06
    1755     2.31358e-06     2.31706e-06
    1756     2.31280e-06     2.31627e-06
    1757     2.30934e-06     2.31281e-06
    1758     2.31105e-06     2.31451e-06
    1759     2.31359e-06     2.31705e-06
    1760     2.30756e-06     2.31101e-06
    1761     2.31253e-06     2.31597e-06
    1762     2.31042e-06     2.31386e-06
    1763     2.31806e-06     2.32149e-06
    1764     2.30768e-06     2.31111e-06
    1765     2.31802e-06     2.32144e-06
    1766     2.31617e-06     2.31958e-06
    1767     2.31023e-06     2.31364e-06
    1768     2.31105e-06     2.31445e-06
    1769     2.31266e-06     2.31605e-06
    1770     2.31420e-06     2.31759e-06
    1771     2.31665e-06     2.32003e-06
    1772     2.31547e-06     2.31884e-06
    1773     2.31238e-06     2.31575e-06
    1774     2.31538e-06     2.31875e-06
    1775     2.31093e-06     2.31429e-06
    1776     2.31402e-06     2.31737e-06
    1777     2.31508e-06     2.31842e-06
    1778     2.31255e-06     2.31589e-06
    1779     2.31700e-06     2.32034e-06
    1780     2.31069e-06     2.31402e-06
    1781     2.31503e-06     2.31835e-06
    1782     2.31439e-06     2.31771e-06
    1783     2.31712e-06     2.32044e-06
    1784     2.31619e-06     2.31950e-06
    1785     2.32105e-06     2.32435e-06
    1786     2.31524e-06     2.31854e-06
    1787     2.32054e-06     2.32382e-06
    1788     2.31403e-06     2.31731e-06
    1789     2.31976e-06     2.32304e-06
    1790     2.32118e-06     2.32445e-06
    1791     2.31435e-06     2.31761e-06
    1792     2.31645e-06     2.31971e-06
    1793     2.32015e-06     2.32341e-06
    1794     2.31489e-06     2.31813e-06
    1795     2.32359e-06     2.32684e-06
    1796     2.31914e-06     2.32238e-06
    1797     2.31927e-06     2.32250e-06
    1798     2.31873e-06     2.32195e-06
    1799     2.32419e-06     2.32741e-06
    1800     2.31612e-06     2.31934e-06
    1801     2.31931e-06     2.32252e-06
    1802     2.32342e-06     2.32662e-06
    1803     2.32346e-06     2.32666e-06
    1804     2.32049e-06     2.32368e-06
    1805     2.32413e-06     2.32731e-06
    1806     2.32435e-06     2.32752e-06
    1807     2.32517e-06     2.32834e-06
    1808     2.32039e-06     2.32356e-06
    1809     2.31776e-06     2.32092e-06
    1810     2.32288e-06     2.32604e-06
    1811     2.32554e-06     2.32869e-06
    1812     2.32195e-06     2.32509e-06
    1813     2.32311e-06     2.32624e-06
    1814     2.32499e-06     2.32812e-06
    1815     2.32275e-06     2.32587e-06
    1816     2.32249e-06     2.32561e-06
    1817     2.32770e-06     2.33081e-06
    1818     2.32703e-06     2.33013e-06
    1819     2.32945e-06     2.33255e-06
    1820     2.32377e-06     2.32687e-06
    1821     2.32514e-06     2.32823e-06
    1822     2.32752e-06     2.33061e-06
    1823     2.32763e-06     2.33071e-06
    1824     2.32442e-06     2.32750e-06
    1825     2.33268e-06     2.33575e-06
    1826     2.32894e-06     2.33200e-06
    1827     2.32409e-06     2.32715e-06
    1828     2.32777e-06     2.33082e-06
    1829     2.32524e-06     2.32828e-06
    1830     2.32759e-06     2.33063e-06
    1831     2.32729e-06     2.33033e-06
    1832     2.33417e-06     2.33720e-06
    1833     2.32894e-06     2.33196e-06
    1834     2.33282e-06     2.33583e-06
    1835     2.33006e-06     2.33307e-06
    1836     2.33227e-06     2.33527e-06
    1837     2.32897e-06     2.33196e-06
    1838     2.32638e-06     2.32937e-06
    1839     2.33181e-06     2.33479e-06
    1840     2.32425e-06     2.32723e-06
    1841     2.32806e-06     2.33103e-06
    1842     2.32533e-06     2.32830e-06
    1843     2.33454e-06     2.33751e-06
    1844     2.32944e-06     2.33240e-06
    1845     2.33260e-06     2.33555e-06
    1846     2.32698e-06     2.32992e-06
    1847     2.33085e-06     2.33379e-06
    1848     2.33063e-06     2.33356e-06
    1849     2.33135e-06     2.33428e-06
    1850     2.33188e-06     2.33480e-06
    1851     2.33242e-06     2.33534e-06
    1852     2.33187e-06     2.33479e-06
    1853     2.32441e-06     2.32732e-06
    1854     2.33159e-06     2.33449e-06
    1855     2.33174e-06     2.33463e-06
    1856     2.32890e-06     2.33179e-06
    1857     2.33160e-06     2.33448e-06
    1858     2.33066e-06     2.33354e-06
    1859     2.33118e-06     2.33406e-06
    1860     2.33107e-06     2.33393e-06
    1861     2.32931e-06     2.33218e-06
    1862     2.33015e-06     2.33301e-06
    1863     2.32731e-06     2.33016e-06
    1864     2.32997e-06     2.33282e-06
    1865     2.32977e-06     2.33261e-06
    1866     2.33105e-06     2.33389e-06
    1867     2.32838e-06     2.33121e-06
    1868     2.33056e-06     2.33338e-06
    1869     2.33183e-06     2.33465e-06
    1870     2.32756e-06     2.33038e-06
    1871     2.32615e-06     2.32895e-06
    1872     2.32639e-06     2.32919e-06
    1873     2.32285e-06     2.32565e-06
    1874     2.32703e-06     2.32982e-06
    1875     2.32718e-06     2.32997e-06
    1876     2.32518e-06     2.32796e-06
    1877     2.32197e-06     2.32474e-06
    1878     2.32044e-06     2.32320e-06
    1879     2.32249e-06     2.32525e-06
    1880     2.32164e-06     2.32440e-06
    1881     2.31812e-06     2.32087e-06
    1882     2.31865e-06     2.32139e-06
    1883     2.31626e-06     2.31900e-06
    1884     2.31651e-06     2.31924e-06
    1885     2.31448e-06     2.31721e-06
    1886     2.31764e-06     2.32036e-06
    1887     2.31617e-06     2.31888e-06
    1888     2.31607e-06     2.31878e-06
    1889     2.31592e-06     2.31863e-06
    1890     2.31284e-06     2.31554e-06
    1891     2.30492e-06     2.30762e-06
    1892     2.31076e-06     2.31345e-06
    1893     2.31201e-06     2.31470e-06
    1894     2.30995e-06     2.31262e-06
    1895     2.30873e-06     2.31140e-06
    1896     2.30244e-06     2.30510e-06
    1897     2.30394e-06     2.30660e-06
    1898     2.30396e-06     2.30662e-06
    1899     2.30196e-06     2.30461e-06
    1900     2.30266e-06     2.30531e-06
    1901     2.30219e-06     2.30483e-06
    1902     2.29483e-06     2.29747e-06
    1903     2.29563e-06     2.29826e-06
    1904     2.29433e-06     2.29696e-06
    1905     2.28998e-06     2.29260e-06
    1906     2.29047e-06     2.29308e-06
    1907     2.28933e-06     2.29194e-06
    1908     2.28897e-06     2.29157e-06
    1909     2.28769e-06     2.29029e-06
    1910     2.28548e-06     2.28807e-06
    1911     2.28368e-06     2.28626e-06
    1912     2.27488e-06     2.27746e-06
    1913     2.28012e-06     2.28269e-06
    1914     2.28050e-06     2.28307e-06
    1915     2.27791e-06     2.28047e-06
    1916     2.27234e-06     2.27490e-06
    1917     2.27171e-06     2.27427e-06
    1918     2.26973e-06     2.27228e-06
    1919     2.26860e-06     2.27114e-06
    1920     2.26419e-06     2.26673e-06
    1921     2.26267e-06     2.26520e-06
    1922     2.26339e-06     2.26591e-06
    1923     2.26237e-06     2.26489e-06
    1924     2.25845e-06     2.26096e-06
    1925     2.25840e-06     2.26091e-06
    1926     2.25069e-06     2.25320e-06
    1927     2.25552e-06     2.25802e-06
    1928     2.25052e-06     2.25302e-06
    1929     2.24113e-06     2.24362e-06
    1930     2.24300e-06     2.24549e-06
    1931     2.24151e-06     2.24398e-06
    1932     2.23497e-06     2.23744e-06
    1933     2.23459e-06     2.23706e-06
    1934     2.23546e-06     2.23792e-06
    1935     2.23090e-06     2.23335e-06
    1936     2.22857e-06     2.23102e-06
    1937     2.22587e-06     2.22832e-06
    1938     2.22121e-06     2.22365e-06
    1939     2.22002e-06     2.22246e-06
    1940     2.21700e-06     2.21943e-06
    1941     2.21502e-06     2.21744e-06
    1942     2.21679e-06     2.21921e-06
    1943     2.20824e-06     2.21065e-06
    1944     2.21064e-06     2.21304e-06
    1945     2.20311e-06     2.20551e-06
    1946     2.20540e-06     2.20780e-06
    1947     2.19770e-06     2.20010e-06
    1948     2.19991e-06     2.20229e-06
    1949     2.19214e-06     2.19453e-06
    1950     2.18939e-06     2.19177e-06
    1951     2.18600e-06     2.18837e-06
    1952     2.18043e-06     2.18279e-06
    1953     2.17660e-06     2.17896e-06
    1954     2.17827e-06     2.18063e-06
    1955     2.17704e-06     2.17939e-06
    1956     2.17381e-06     2.17616e-06
    1957     2.16799e-06     2.17033e-06
    1958     2.16675e-06     2.16908e-06
    1959     2.15576e-06     2.15809e-06
    1960     2.15555e-06     2.15787e-06
    1961     2.15198e-06     2.15430e-06
    1962     2.14821e-06     2.15052e-06
    1963     2.14232e-06     2.14463e-06
    1964     2.14565e-06     2.14795e-06
    1965     2.13574e-06     2.13804e-06
    1966     2.13423e-06     2.13653e-06
    1967     2.12781e-06     2.13009e-06
    1968     2.12847e-06     2.13075e-06
    1969     2.11765e-06     2.11992e-06
    1970     2.12120e-06     2.12347e-06
    1971     2.11155e-06     2.11382e-06
    1972     2.11248e-06     2.11475e-06
    1973     2.10861e-06     2.11086e-06
    1974     2.10530e-06     2.10755e-06
    1975     2.09795e-06     2.10019e-06
    1976     2.09558e-06     2.09782e-06
    1977     2.09197e-06     2.09420e-06
    1978     2.08747e-06     2.08970e-06
    1979     2.08399e-06     2.08621e-06
    1980     2.07732e-06     2.07954e-06
    1981     2.07314e-06     2.07536e-06
    1982     2.06959e-06     2.07180e-06
    1983     2.06744e-06     2.06964e-06
    1984     2.05744e-06     2.05964e-06
    1985     2.05602e-06     2.05821e-06
    1986     2.05243e-06     2.05462e-06
    1987     2.05406e-06     2.05624e-06
    1988     2.04197e-06     2.04415e-06
    1989     2.04088e-06     2.04305e-06
    1990     2.03369e-06     2.03586e-06
    1991     2.03340e-06     2.03556e-06
    1992     2.02874e-06     2.03090e-06
    1993     2.02529e-06     2.02744e-06
    1994     2.01574e-06     2.01789e-06
    1995     2.01721e-06     2.01935e-06
    1996     2.00763e-06     2.00977e-06
    1997     2.00778e-06     2.00992e-06
    1998     2.00007e-06     2.00220e-06
    1999     1.99686e-06     1.99898e-06
    2000     1.99047e-06     1.99259e-06
    2001     1.98559e-06     1.98771e-06
    2002     1.98256e-06     1.98467e-06
    2003     1.98058e-06     1.98268e-06
    2004     1.97249e-06     1.97459e-06
    2005     1.96626e-06     1.96835e-06
    2006     1.96760e-06     1.96969e-06
    2007     1.95989e-06     1.96197e-06
    2008     1.95210e-06     1.95418e-06
    2009     1.95193e-06     1.95400e-06
    2010     1.94447e-06     1.94654e-06
    2011     1.94160e-06     1.94366e-06
    2012     1.93583e-06     1.93788e-06
    2013     1.93270e-06     1.93476e-06
    2014     1.92760e-06     1.92965e-06
    2015     1.92238e-06     1.92442e-06
    2016     1.91511e-06     1.91715e-06
    2017     1.91322e-06     1.91525e-06
    2018     1.90662e-06     1.90865e-06
    2019     1.90165e-06     1.90367e-06
    2020     1.89670e-06     1.89872e-06
    2021     1.89661e-06     1.89862e-06
    2022     1.88676e-06     1.88877e-06
    2023     1.88297e-06     1.88498e-06
    2024     1.87458e-06     1.87658e-06
    2025     1.87159e-06     1.87358e-06
    2026     1.86503e-06     1.86702e-06
    2027     1.86120e-06     1.86318e-06
    2028     1.85365e-06     1.85563e-06
    2029     1.84837e-06     1.85035e-06
    2030     1.84279e-06     1.84476e-06
    2031     1.84096e-06     1.84293e-06
    2032     1.83327e-06     1.83523e-06
    2033     1.82707e-06     1.82903e-06
    2034     1.81924e-06     1.82119e-06
    2035     1.80914e-06     1.81108e-06
    2036     1.80731e-06     1.80925e-06
    2037     1.79609e-06     1.79803e-06
    2038     1.79009e-06     1.79202e-06
    2039     1.78377e-06     1.78570e-06
    2040     1.77484e-06     1.77676e-06
    2041     1.76292e-06     1.76483e-06
    2042     1.75433e-06     1.75624e-06
    2043     1.72762e-06     1.72952e-06
    2044     1.72014e-06     1.72204e-06
    2045     1.65360e-06     1.65550e-06
    2046     1.64199e-06     1.64389e-06
    2047     1.44006e-06     1.44195e-06
    2048     1.43376e-06     1.43565e-06
